task_template_id,task_name,department,category,priority,complexity,estimated_duration,business_impact,quick_win,matched_template,assigned_to,original_id,filename
TST-375,Analyze employee daily records,HRM,Research,High,Medium,6-9 hours (4-6 hours research + 2-3 hours documentation),Medium,False,CUSTOM,TBD,TSK-375,TST-375_Analyze_employee_daily_records.json
TST-376,Create data injection scripts for daily notes,AID,Development,High,Medium,N/A,Medium,False,CUSTOM,TBD,TSK-376,TST-376_Create_data_injection_scripts_for_daily_notes.json
TST-377,Build action/object extraction from daily notes,DGN,Development,High,Medium,20-30 minutes,Medium,False,CUSTOM,TBD,TSK-377,TST-377_Build_actionobject_extraction_from_daily_notes.json
TST-378,Update employee profiles automatically,HRM,Task,High,Medium,2-3 hours (one-time setup),Medium,False,CUSTOM,TBD,TSK-378,TST-378_Update_employee_profiles_automatically.json
TST-379,Update Prompt 6 for daily analysis,AID,Task,High,Medium,N/A,Medium,False,CUSTOM,TBD,TSK-379,TST-379_Update_Prompt_6_for_daily_analysis.json
TST-380,Create task template schema,DEV,Development,High,Medium,1-2 minutes,Medium,False,CUSTOM,TBD,TSK-380,TST-380_Create_task_template_schema.json
TST-381,Link actions/objects to responsibilities,AID,Task,High,Medium,N/A,Medium,False,CUSTOM,TBD,TSK-381,TST-381_Link_actionsobjects_to_responsibilities.json
TST-382,Match research prompt naming conventions,AID,Research,High,Medium,N/A,Medium,False,CUSTOM,TBD,TSK-382,TST-382_Match_research_prompt_naming_conventions.json
TST-383,Parse recent videos for LinkedIn content,VID,Task,High,Medium,N/A,Medium,False,CUSTOM,TBD,TSK-383,TST-383_Parse_recent_videos_for_LinkedIn_content.json
TST-384,Create carousel posts from video content,SMM,Development,High,Medium,6-9 hours (4-6 hours research + 2-3 hours documentation),Medium,False,CUSTOM,TBD,TSK-384,TST-384_Create_carousel_posts_from_video_content.json
TST-385,Build automated posting workflow,DGN,Development,High,Medium,20-30 minutes,Medium,False,CUSTOM,TBD,TSK-385,TST-385_Build_automated_posting_workflow.json
TST-386,Design step-by-step content templates,DGN,Design,High,Medium,20-30 minutes,Medium,False,CUSTOM,TBD,TSK-386,TST-386_Design_step-by-step_content_templates.json
TST-387,Design microservice methodology,DGN,Design,High,Medium,20-30 minutes,Medium,False,CUSTOM,TBD,TSK-387,TST-387_Design_microservice_methodology.json
TST-388,Test backend generation on small entity,AID,Testing,High,Medium,N/A,Medium,False,CUSTOM,TBD,TSK-388,TST-388_Test_backend_generation_on_small_entity.json
TST-389,Build GitHub-Dropbox sync for backend,DEV,Development,High,Medium,2 hours (30 min install + 1 hour config + 30 min testing),Medium,False,CUSTOM,TBD,TSK-389,TST-389_Build_GitHub-Dropbox_sync_for_backend.json
TST-390,Create dynamic Postgres generation,DEV,Development,High,Medium,1-2 minutes,Medium,False,CUSTOM,TBD,TSK-390,TST-390_Create_dynamic_Postgres_generation.json
TST-391,Organize API tokens management,DEV,Task,High,Medium,N/A,Medium,False,CUSTOM,TBD,TSK-391,TST-391_Organize_API_tokens_management.json
TST-392,Fix taxonomy location (move if needed),FIN,Maintenance,High,Medium,3 hours (45 min requirements + 1.5 hours design + 45 min testing),Medium,False,CUSTOM,TBD,TSK-392,TST-392_Fix_taxonomy_location_(move_if_needed).json
TST-393,Integrate checklist items into task system,AID,Integration,High,Medium,N/A,Medium,False,CUSTOM,TBD,TSK-393,TST-393_Integrate_checklist_items_into_task_system.json
TST-394,Fix cursor flickering issue,AID,Maintenance,High,Medium,N/A,Medium,False,CUSTOM,TBD,TSK-394,TST-394_Fix_cursor_flickering_issue.json
TST-395,REVOKE exposed GitHub token immediately,DEV,Task,High,Medium,N/A,Medium,False,CUSTOM,TBD,TSK-395,TST-395_REVOKE_exposed_GitHub_token_immediately.json
TST-396,Generate new GitHub token,DEV,Task,High,Medium,N/A,Medium,False,CUSTOM,TBD,TSK-396,TST-396_Generate_new_GitHub_token.json
TST-397,Audit all files for exposed credentials,AID,Task,High,Medium,N/A,Medium,False,CUSTOM,TBD,TSK-397,TST-397_Audit_all_files_for_exposed_credentials.json
TST-398,Implement secret scanning in repos,AID,Development,High,Medium,N/A,Medium,False,CUSTOM,TBD,TSK-398,TST-398_Implement_secret_scanning_in_repos.json
TST-399,Conduct deep research on Desert Greener,AID,Research,High,Medium,N/A,Medium,False,CUSTOM,TBD,TSK-399,TST-399_Conduct_deep_research_on_Desert_Greener.json
TST-400,Prepare pre-meeting research template,SLS,Research,High,Medium,6-9 hours (4-6 hours research + 2-3 hours documentation),Medium,False,CUSTOM,TBD,TSK-400,TST-400_Prepare_pre-meeting_research_template.json
TST-401,Schedule WhatsApp call with Wilhelm,AID,Task,High,Medium,N/A,Medium,False,CUSTOM,TBD,TSK-401,TST-401_Schedule_WhatsApp_call_with_Wilhelm.json
TST-402,Fix email personalization - add LinkedIn context,LGN,Maintenance,High,Medium,3 hours (1 hour research + 1.5 hours data entry + 30 min qualification),Medium,False,CUSTOM,TBD,TSK-402,TST-402_Fix_email_personalization_-_add_LinkedIn_context.json
TST-403,Create email template with conversation references,AID,Development,High,Medium,N/A,Medium,False,CUSTOM,TBD,TSK-403,TST-403_Create_email_template_with_conversation_references.json
TST-404,Implement deep research before email sending,AID,Development,High,Medium,N/A,Medium,False,CUSTOM,TBD,TSK-404,TST-404_Implement_deep_research_before_email_sending.json
TST-405,Add clear next-step instructions for clients,SLS,Task,High,Medium,4-5 hours for 50 emails,Medium,False,CUSTOM,TBD,TSK-405,TST-405_Add_clear_next-step_instructions_for_clients.json
TST-406,Find substitute person for Vamos project,AID,Task,High,Medium,N/A,Medium,False,CUSTOM,TBD,TSK-406,TST-406_Find_substitute_person_for_Vamos_project.json
TST-407,Talk to Dasha about retention,HRM,Task,High,Medium,2-3 hours (one-time setup),Medium,False,CUSTOM,TBD,TSK-407,TST-407_Talk_to_Dasha_about_retention.json
TST-408,Identify issues causing quit desire,HRM,Design,High,Medium,2-3 hours,Medium,False,CUSTOM,TBD,TSK-408,TST-408_Identify_issues_causing_quit_desire.json
TST-409,Create retention strategy,HRM,Development,High,Medium,2-3 hours,Medium,False,CUSTOM,TBD,TSK-409,TST-409_Create_retention_strategy.json
TST-410,Retain Vamos employee (2 years tenure),HRM,Task,High,Medium,2-3 hours (one-time setup),Medium,False,CUSTOM,TBD,TSK-410,TST-410_Retain_Vamos_employee_(2_years_tenure).json
TST-411,Resolve accounting/payment issues,FIN,Maintenance,High,N/A,3 hours (45 min requirements + 1.5 hours design + 45 min testing),Medium,False,Task-Template-081,TBD,TSK-411,TST-411_Resolve_accounting_payment_issues.json
TST-411,Resolve accounting/payment issues,FIN,Maintenance,High,Medium,3 hours (45 min requirements + 1.5 hours design + 45 min testing),Medium,False,CUSTOM,TBD,TSK-411,TST-411_Resolve_accountingpayment_issues.json
TST-412,Document retention process,HRM,Documentation,High,Medium,2-3 hours (one-time setup),Medium,False,CUSTOM,TBD,TSK-412,TST-412_Document_retention_process.json
TST-413,Communicate final decision to MASEK client,SLS,Task,High,Medium,4-5 hours for 50 emails,Medium,False,CUSTOM,TBD,TSK-413,TST-413_Communicate_final_decision_to_MASEK_client.json
TST-414,Document client termination policy,SLS,Documentation,High,Medium,4-5 hours for 50 emails,Medium,False,CUSTOM,TBD,TSK-414,TST-414_Document_client_termination_policy.json
TST-415,Create script for daily notes action extraction,AID,Development,High,Medium,N/A,Medium,False,CUSTOM,TBD,TSK-415,TST-415_Create_script_for_daily_notes_action_extraction.json
TST-416,Build intermediate export folders structure,DGN,Development,High,Medium,20-30 minutes,Medium,False,CUSTOM,TBD,TSK-416,TST-416_Build_intermediate_export_folders_structure.json
TST-417,Implement object extraction after actions,AID,Development,High,Medium,N/A,Medium,False,CUSTOM,TBD,TSK-417,TST-417_Implement_object_extraction_after_actions.json
TST-418,Reduce token consumption via scripting,AID,Task,High,Medium,N/A,Medium,False,CUSTOM,TBD,TSK-418,TST-418_Reduce_token_consumption_via_scripting.json
TST-419,Integrate multiple AI platforms for processing,AID,Integration,High,Medium,N/A,Medium,False,CUSTOM,TBD,TSK-419,TST-419_Integrate_multiple_AI_platforms_for_processing.json
TST-420,Continue data structuring work,AID,Task,High,Medium,N/A,Medium,False,CUSTOM,TBD,TSK-420,TST-420_Continue_data_structuring_work.json
TST-421,Create deep research template (10-15 pages),AID,Development,High,Medium,N/A,Medium,False,CUSTOM,TBD,TSK-421,TST-421_Create_deep_research_template_(10-15_pages).json
TST-422,Build social media checklist (15 networks),SMM,Development,High,Medium,6-9 hours (4-6 hours research + 2-3 hours documentation),Medium,False,CUSTOM,TBD,TSK-422,TST-422_Build_social_media_checklist_(15_networks).json
TST-423,Integrate company context into research,AID,Research,High,Medium,N/A,Medium,False,CUSTOM,TBD,TSK-423,TST-423_Integrate_company_context_into_research.json
TST-424,"Create ""new lesson of the week"" system",AID,Development,High,Medium,N/A,Medium,False,CUSTOM,TBD,TSK-424,TST-424_Create_new_lesson_of_the_week_system.json
TST-425,Document deep research in client folders,SLS,Research,High,Medium,6-9 hours (4-6 hours research + 2-3 hours documentation),Medium,False,CUSTOM,TBD,TSK-425,TST-425_Document_deep_research_in_client_folders.json
TST-426,Export Week 2 tasks list,AID,Task,High,Medium,N/A,Medium,False,CUSTOM,TBD,TSK-426,TST-426_Export_Week_2_tasks_list.json
TST-427,Deprecate old workflow system,AID,Task,High,Medium,N/A,Medium,False,CUSTOM,TBD,TSK-427,TST-427_Deprecate_old_workflow_system.json
TST-428,Structure financial folder architecture,FIN,Task,High,Medium,3 hours (45 min requirements + 1.5 hours design + 45 min testing),Medium,False,CUSTOM,TBD,TSK-428,TST-428_Structure_financial_folder_architecture.json
TST-429,Create research list for Finance 2025,AID,Development,High,Medium,N/A,Medium,False,CUSTOM,TBD,TSK-429,TST-429_Create_research_list_for_Finance_2025.json
TST-430,Build reports in ANALYTICS folder,DGN,Development,High,Medium,20-30 minutes,Medium,False,CUSTOM,TBD,TSK-430,TST-430_Build_reports_in_ANALYTICS_folder.json
TST-431,Generate prompts for financial analysis,FIN,Task,High,Medium,3 hours (45 min requirements + 1.5 hours design + 45 min testing),Medium,False,CUSTOM,TBD,TSK-431,TST-431_Generate_prompts_for_financial_analysis.json
TST-432,Create employee 1:1 session template,HRM,Development,High,Medium,2-3 hours,Medium,False,CUSTOM,TBD,TSK-432,TST-432_Create_employee_11_session_template.json
TST-433,Export daily CRM attendance data,HRM,Task,High,Medium,2-3 hours (one-time setup),Medium,False,CUSTOM,TBD,TSK-433,TST-433_Export_daily_CRM_attendance_data.json
TST-434,Build script to check employee file status,HRM,Development,High,Medium,2-3 hours,Medium,False,CUSTOM,TBD,TSK-434,TST-434_Build_script_to_check_employee_file_status.json
TST-435,Verify Dropbox + VSCode + Extensions for all,AID,Testing,High,Medium,N/A,Medium,False,CUSTOM,TBD,TSK-435,TST-435_Verify_Dropbox_+_VSCode_+_Extensions_for_all.json
TST-436,Conduct manual verification by end of week,HRM,Task,High,Medium,2-3 hours (one-time setup),Medium,False,CUSTOM,TBD,TSK-436,TST-436_Conduct_manual_verification_by_end_of_week.json
TST-437,Use Overview folder data for analysis,AID,Task,High,Medium,N/A,Medium,False,CUSTOM,TBD,TSK-437,TST-437_Use_Overview_folder_data_for_analysis.json
TST-438,Create innovation rollout process,AID,Development,High,Medium,N/A,Medium,False,CUSTOM,TBD,TSK-438,TST-438_Create_innovation_rollout_process.json
TST-439,Decide: Team leads vs direct rollout,LGN,Task,High,Medium,3 hours (1 hour research + 1.5 hours data entry + 30 min qualification),Medium,False,CUSTOM,TBD,TSK-439,TST-439_Decide_Team_leads_vs_direct_rollout.json
TST-440,Create Cursor/Windsurf instructions,AID,Development,High,Medium,N/A,Medium,False,CUSTOM,TBD,TSK-440,TST-440_Create_CursorWindsurf_instructions.json
TST-441,Build employee verification shifts,HRM,Development,High,Medium,2-3 hours,Medium,False,CUSTOM,TBD,TSK-441,TST-441_Build_employee_verification_shifts.json
TST-442,Assign department checkers,AID,Task,High,Medium,N/A,Medium,False,CUSTOM,TBD,TSK-442,TST-442_Assign_department_checkers.json
TST-443,Create 2-week rollout timeline,AID,Development,High,Medium,N/A,Medium,False,CUSTOM,TBD,TSK-443,TST-443_Create_2-week_rollout_timeline.json
TST-444,Export Loom video titles,VID,Task,High,Medium,N/A,Medium,False,CUSTOM,TBD,TSK-444,TST-444_Export_Loom_video_titles.json
TST-445,Export Loom transcriptions,VID,Task,High,Medium,N/A,Medium,False,CUSTOM,TBD,TSK-445,TST-445_Export_Loom_transcriptions.json
TST-446,Add remoteemployees.com content to assets,HRM,Task,High,Medium,2-3 hours (one-time setup),Medium,False,CUSTOM,TBD,TSK-446,TST-446_Add_remoteemployees.com_content_to_assets.json
TST-447,Build attendance statistics export system,HRM,Development,High,Medium,2-3 hours,Medium,False,CUSTOM,TBD,TSK-447,TST-447_Build_attendance_statistics_export_system.json
TST-448,Create CRM API integration,DEV,Development,High,Medium,1-2 minutes,Medium,False,CUSTOM,TBD,TSK-448,TST-448_Create_CRM_API_integration.json
TST-449,Build Discord voice log export,DGN,Development,High,Medium,20-30 minutes,Medium,False,CUSTOM,TBD,TSK-449,TST-449_Build_Discord_voice_log_export.json
TST-450,Parse and analyze daily attendance,HRM,Research,High,Medium,6-9 hours (4-6 hours research + 2-3 hours documentation),Medium,False,CUSTOM,TBD,TSK-450,TST-450_Parse_and_analyze_daily_attendance.json
TST-451,Create Discord tools documentation,AID,Development,High,Medium,N/A,Medium,False,CUSTOM,TBD,TSK-451,TST-451_Create_Discord_tools_documentation.json
TST-452,Reverse name conventions in Task Manager,AID,Task,High,Medium,N/A,Medium,False,CUSTOM,TBD,TSK-452,TST-452_Reverse_name_conventions_in_Task_Manager.json
TST-453,Remove department letters from filenames,AID,Task,High,Medium,N/A,Medium,False,CUSTOM,TBD,TSK-453,TST-453_Remove_department_letters_from_filenames.json
TST-454,Update data integrity hierarchy,AID,Task,High,Medium,N/A,Medium,False,CUSTOM,TBD,TSK-454,TST-454_Update_data_integrity_hierarchy.json
TST-455,Update all prompts with old naming,AID,Task,High,Medium,N/A,Medium,False,CUSTOM,TBD,TSK-455,TST-455_Update_all_prompts_with_old_naming.json
TST-456,Build similar/connected words in LIBRARIES,DGN,Development,High,Medium,20-30 minutes,Medium,False,CUSTOM,TBD,TSK-456,TST-456_Build_similarconnected_words_in_LIBRARIES.json
TST-457,Create AI Catalog markdown file,AID,Development,High,Medium,N/A,Medium,False,CUSTOM,TBD,TSK-457,TST-457_Create_AI_Catalog_markdown_file.json
TST-458,Add AI Catalog to Assets index,AID,Task,High,Medium,N/A,Medium,False,CUSTOM,TBD,TSK-458,TST-458_Add_AI_Catalog_to_Assets_index.json
TST-459,Document AI Catalog content,SMM,Documentation,High,Medium,6-9 hours (4-6 hours research + 2-3 hours documentation),Medium,False,CUSTOM,TBD,TSK-459,TST-459_Document_AI_Catalog_content.json
TST-460,Perform oa-y/Libraries/Task Managers gap analysis,AID,Task,High,Medium,N/A,Medium,False,CUSTOM,TBD,TSK-460,TST-460_Perform_oa-yLibrariesTask_Managers_gap_analysis.json
TST-461,Create cross-reference index (tool→lesson→template),AID,Development,High,Medium,N/A,Medium,False,CUSTOM,TBD,TSK-461,TST-461_Create_cross-reference_index_(tool→lesson→template).json
TST-462,Build research prompts for developer tutorials,DGN,Development,High,Medium,20-30 minutes,Medium,False,CUSTOM,TBD,TSK-462,TST-462_Build_research_prompts_for_developer_tutorials.json
TST-463,Create File System research prompt v2,AID,Development,High,Medium,N/A,Medium,False,CUSTOM,TBD,TSK-463,TST-463_Create_File_System_research_prompt_v2.json
TST-464,Add training/learning responsibilities to Libraries,AID,Task,High,Medium,N/A,Medium,False,CUSTOM,TBD,TSK-464,TST-464_Add_traininglearning_responsibilities_to_Libraries.json
TST-465,Create weekly AI tutorial research template,AID,Development,High,Medium,N/A,Medium,False,CUSTOM,TBD,TSK-465,TST-465_Create_weekly_AI_tutorial_research_template.json
TST-466,Convert SMM research into Task Templates,SMM,Research,High,Medium,6-9 hours (4-6 hours research + 2-3 hours documentation),Medium,False,CUSTOM,TBD,TSK-466,TST-466_Convert_SMM_research_into_Task_Templates.json
TST-467,Create unified research prompt schema,DEV,Development,High,Medium,6-9 hours (4-6 hours research + 2-3 hours documentation),Medium,False,CUSTOM,TBD,TSK-467,TST-467_Create_unified_research_prompt_schema.json
TST-468,Integrate Research ID system (RES-###),AID,Research,High,Medium,N/A,Medium,False,CUSTOM,TBD,TSK-468,TST-468_Integrate_Research_ID_system_(RES-###).json
TST-469,Add ISO 3-letter codes to research,AID,Research,High,Medium,N/A,Medium,False,CUSTOM,TBD,TSK-469,TST-469_Add_ISO_3-letter_codes_to_research.json
TST-470,Test entity upload to Postgres,AID,Testing,High,Medium,N/A,Medium,False,CUSTOM,TBD,TSK-470,TST-470_Test_entity_upload_to_Postgres.json
TST-471,Build matching schemas for consistency,DGN,Development,High,Medium,20-30 minutes,Medium,False,CUSTOM,TBD,TSK-471,TST-471_Build_matching_schemas_for_consistency.json
TST-472,Define deliverables as milestone templates,AID,Task,High,Medium,N/A,Medium,False,CUSTOM,TBD,TSK-472,TST-472_Define_deliverables_as_milestone_templates.json
TST-473,Maintain central listings while splitting by dept,AID,Task,High,Medium,N/A,Medium,False,CUSTOM,TBD,TSK-473,TST-473_Maintain_central_listings_while_splitting_by_dept.json
TST-474,Create ID and name control scripts,AID,Development,High,Medium,N/A,Medium,False,CUSTOM,TBD,TSK-474,TST-474_Create_ID_and_name_control_scripts.json
TST-475,Build central IDs with names center,DGN,Development,High,Medium,20-30 minutes,Medium,False,CUSTOM,TBD,TSK-475,TST-475_Build_central_IDs_with_names_center.json
