Task_ID,Task_Name,Original_Department,Reclassified_Department,Category,Priority,Matched_Template_ID,Match_Confidence,Match_Score,Match_Reasoning,Estimated_Duration,Complexity,Required_Skills,Required_Tools,Template_Steps_Count,Template_Profession,Matched_Responsibility
TSK-106,Find historical search queries file on Google Drive,AI,AI,Task,High,TST-023_File_Count_Distribution,High,70,Department match (AI); Category match (task),N/A,N/A,,,0,N/A,N/A
TSK-107,Reformat LinkedIn queries for Google Maps,AI,Lead Generation,Task,High,Task-Template-080,Medium,40,Department match (Lead Generation),3 hours (1 hour research + 1.5 hours data entry + 30 min qualification),N/A,,"CRM system (HubSpot, Salesforce, Pipedrive), LinkedIn and LinkedIn Sales Navigator, TOL-092 (Discord) for team communication, TOL-045 (Google Sheets) for lead tracking, Email finder tools (Hunter.io, Apollo.io)",7,Lead Generation Specialist / Sales Development Rep,generate leads
TSK-108,Create detailed prompt for query generation (Column H),AI,AI,Development,High,TST-023_File_Count_Distribution,High,70,Department match (AI); Category match (development),N/A,N/A,,,0,N/A,N/A
TSK-109,Build URL parsing script,AI,AI,Development,High,TST-023_File_Count_Distribution,High,70,Department match (AI); Category match (development),N/A,N/A,,,0,N/A,N/A
TSK-110,Extract company name from URLs,AI,AI,Task,High,TST-023_File_Count_Distribution,High,70,Department match (AI); Category match (task),N/A,N/A,,,0,N/A,N/A
TSK-111,Connect scraper to CRM automation,AI,Sales,Integration,High,Task-Template-021,High,60,Department match (Sales); Tool match (CRM),4-5 hours for 50 emails,N/A,,"CRM, Email Platform (Gmail), Custom GPT (Email Generation), n8n (Optional automation)",6,Sales Manager,manage sales pipeline
TSK-112,Implement duplicate checking against CRM,AI,Sales,Development,High,Task-Template-021,High,60,Department match (Sales); Tool match (CRM),4-5 hours for 50 emails,N/A,,"CRM, Email Platform (Gmail), Custom GPT (Email Generation), n8n (Optional automation)",6,Sales Manager,manage sales pipeline
TSK-113,Test scraping with 3-4 videos about Google Maps scraping,AI,Lead Generation,Testing,High,Task-Template-080,Medium,40,Department match (Lead Generation),3 hours (1 hour research + 1.5 hours data entry + 30 min qualification),N/A,,"CRM system (HubSpot, Salesforce, Pipedrive), LinkedIn and LinkedIn Sales Navigator, TOL-092 (Discord) for team communication, TOL-045 (Google Sheets) for lead tracking, Email finder tools (Hunter.io, Apollo.io)",7,Lead Generation Specialist / Sales Development Rep,generate leads
TSK-114,"Allocate 5 lead generators, 1-2 hours/day for Google Maps",AI,Lead Generation,Task,High,Task-Template-080,Medium,40,Department match (Lead Generation),3 hours (1 hour research + 1.5 hours data entry + 30 min qualification),N/A,,"CRM system (HubSpot, Salesforce, Pipedrive), LinkedIn and LinkedIn Sales Navigator, TOL-092 (Discord) for team communication, TOL-045 (Google Sheets) for lead tracking, Email finder tools (Hunter.io, Apollo.io)",7,Lead Generation Specialist / Sales Development Rep,generate leads
TSK-115,Create attractive offer for leads (20 Google vs 5 LinkedIn),AI,Lead Generation,Development,High,Task-Template-080,High,65,Department match (Lead Generation); Tool match (CRM); Text similarity (1 common words),3 hours (1 hour research + 1.5 hours data entry + 30 min qualification),N/A,,"CRM system (HubSpot, Salesforce, Pipedrive), LinkedIn and LinkedIn Sales Navigator, TOL-092 (Discord) for team communication, TOL-045 (Google Sheets) for lead tracking, Email finder tools (Hunter.io, Apollo.io)",7,Lead Generation Specialist / Sales Development Rep,generate leads
TSK-116,Document scraping system (20% checkpoint),AI,Development,Documentation,High,Task-Template-045,Medium,35,Category in template name; Action keyword match (document),6-9 hours (4-6 hours research + 2-3 hours documentation),N/A,,"Perplexity AI, YouTube, Google Search, Text editor (VS Code/Cursor), Spreadsheet tool (for comparison matrices)",8,AI Researcher / Video Production Specialist,N/A
TSK-117,Research world methodologies on Google Maps scraping,AI,Lead Generation,Research,High,Task-Template-045,Medium,50,Category match (research); Action keyword match (research); Text similarity (1 common words),6-9 hours (4-6 hours research + 2-3 hours documentation),N/A,,"Perplexity AI, YouTube, Google Search, Text editor (VS Code/Cursor), Spreadsheet tool (for comparison matrices)",8,AI Researcher / Video Production Specialist,generate leads
TSK-118,Create guidelines for reviews scraping direction,AI,Design,Development,High,TST-073_Behance_Step_03_Design_Cover_Image,High,60,Department match (Design); Category in template name,20-30 minutes,N/A,,"Photoshop, Figma",0,N/A,design UI mockups
TSK-119,Add source marking for Google Maps data,AI,Lead Generation,Task,High,Task-Template-080,Medium,40,Department match (Lead Generation),3 hours (1 hour research + 1.5 hours data entry + 30 min qualification),N/A,,"CRM system (HubSpot, Salesforce, Pipedrive), LinkedIn and LinkedIn Sales Navigator, TOL-092 (Discord) for team communication, TOL-045 (Google Sheets) for lead tracking, Email finder tools (Hunter.io, Apollo.io)",7,Lead Generation Specialist / Sales Development Rep,generate leads
TSK-120,Implement social media scraping,AI,SMM,Development,High,Task-Template-047,Medium,35,Category in template name; Action keyword match (develop),6-9 hours (4-6 hours research + 2-3 hours documentation),N/A,,"Perplexity AI, YouTube, Text editor (VS Code/Cursor), Lovable.dev (hands-on testing), v0.dev (free testing)",9,AI Researcher / Developer,N/A
TSK-121,Test review system with live data,AI,AI,Research,High,TST-023_File_Count_Distribution,High,70,Department match (AI); Category match (research),N/A,N/A,,,0,N/A,N/A
TSK-122,Launch system with LGN team,AI,AI,Task,High,TST-023_File_Count_Distribution,High,70,Department match (AI); Category match (task),N/A,N/A,,,0,N/A,N/A
TSK-123,Create Job Sites folder in ENTITIES/ACCOUNTS,AI,Lead Generation,Development,High,Task-Template-080,Medium,40,Department match (Lead Generation),3 hours (1 hour research + 1.5 hours data entry + 30 min qualification),N/A,,"CRM system (HubSpot, Salesforce, Pipedrive), LinkedIn and LinkedIn Sales Navigator, TOL-092 (Discord) for team communication, TOL-045 (Google Sheets) for lead tracking, Email finder tools (Hunter.io, Apollo.io)",7,Lead Generation Specialist / Sales Development Rep,generate leads
TSK-124,Review other entities' taxonomy,AI,AI,Research,High,TST-023_File_Count_Distribution,High,70,Department match (AI); Category match (research),N/A,N/A,,,0,N/A,N/A
TSK-125,Build Job Sites entity structure,AI,Lead Generation,Development,High,Task-Template-080,Medium,40,Department match (Lead Generation),3 hours (1 hour research + 1.5 hours data entry + 30 min qualification),N/A,,"CRM system (HubSpot, Salesforce, Pipedrive), LinkedIn and LinkedIn Sales Navigator, TOL-092 (Discord) for team communication, TOL-045 (Google Sheets) for lead tracking, Email finder tools (Hunter.io, Apollo.io)",7,Lead Generation Specialist / Sales Development Rep,generate leads
TSK-126,Create Master JSON for Job Sites,AI,Lead Generation,Development,High,Task-Template-080,Medium,40,Department match (Lead Generation),3 hours (1 hour research + 1.5 hours data entry + 30 min qualification),N/A,,"CRM system (HubSpot, Salesforce, Pipedrive), LinkedIn and LinkedIn Sales Navigator, TOL-092 (Discord) for team communication, TOL-045 (Google Sheets) for lead tracking, Email finder tools (Hunter.io, Apollo.io)",7,Lead Generation Specialist / Sales Development Rep,generate leads
TSK-127,Document Job Sites entity,AI,Lead Generation,Documentation,High,Task-Template-080,Medium,40,Department match (Lead Generation),3 hours (1 hour research + 1.5 hours data entry + 30 min qualification),N/A,,"CRM system (HubSpot, Salesforce, Pipedrive), LinkedIn and LinkedIn Sales Navigator, TOL-092 (Discord) for team communication, TOL-045 (Google Sheets) for lead tracking, Email finder tools (Hunter.io, Apollo.io)",7,Lead Generation Specialist / Sales Development Rep,generate leads
TSK-128,Deploy v1.0 to Vercel,AI,Development,Task,High,Task-Template-010,Medium,45,Partial department match; Tool match (Vercel); Text similarity (1 common words),5-10 minutes with AI assistance,Medium,"SKL-071 (deployed MCP connectors via Cursor), SKL-075 (configured OAuth for Google APIs - if needed)","TOOL-DEV-026 (Cursor), TOOL-AI-030 (Claude Desktop App), TOOL-DEV-027 (Google Cloud Console - for OAuth)",8,AI Engineer,N/A
TSK-129,Share dashboard access with all departments,AI,AI,Task,High,TST-023_File_Count_Distribution,High,70,Department match (AI); Category match (task),N/A,N/A,,,0,N/A,N/A
TSK-130,Fix white text display,AI,AI,Maintenance,High,TST-023_File_Count_Distribution,High,70,Department match (AI); Category match (maintenance),N/A,N/A,,,0,N/A,N/A
TSK-131,Add tool filtering feature,AI,AI,Task,High,TST-023_File_Count_Distribution,High,70,Department match (AI); Category match (task),N/A,N/A,,,0,N/A,N/A
TSK-132,Implement user login tracking,AI,AI,Development,High,TST-023_File_Count_Distribution,High,70,Department match (AI); Category match (development),N/A,N/A,,,0,N/A,N/A
TSK-133,Create user assignment system,AI,AI,Development,High,TST-023_File_Count_Distribution,High,70,Department match (AI); Category match (development),N/A,N/A,,,0,N/A,N/A
TSK-134,Integrate UI Kit from Eleanor's work,AI,Design,Design,High,TST-073_Behance_Step_03_Design_Cover_Image,High,85,Department match (Design); Category match (design); Action keyword match (design),20-30 minutes,N/A,,"Photoshop, Figma",0,N/A,design UI mockups
TSK-135,Add calendar feature,AI,AI,Task,High,TST-023_File_Count_Distribution,High,70,Department match (AI); Category match (task),N/A,N/A,,,0,N/A,N/A
TSK-136,Build API for dashboard data,AI,Design,Development,High,TST-073_Behance_Step_03_Design_Cover_Image,High,60,Department match (Design); Category in template name,20-30 minutes,N/A,,"Photoshop, Figma",0,N/A,design UI mockups
TSK-137,Integrate with LibDev catalog,AI,AI,Integration,High,TST-023_File_Count_Distribution,High,70,Department match (AI); Category match (integration),N/A,N/A,,,0,N/A,N/A
TSK-138,Document dashboard usage,AI,AI,Documentation,High,TST-023_File_Count_Distribution,High,70,Department match (AI); Category match (documentation),N/A,N/A,,,0,N/A,N/A
TSK-139,Create employee training materials,AI,HR,Development,High,Task-Template-041,Medium,55,Department match (HR); Action keyword match (build),2-3 hours,N/A,,"Notion, Typeform (for application forms), n8n (for integration), Google Sheets (optional for data migration)",10,HR Manager / Operations Specialist,N/A
TSK-140,Teach Vilhelm video parsing workflow,Video,Video,Task,High,TST-023_File_Count_Distribution,Medium,30,Category match (task),N/A,N/A,,,0,N/A,produce videos
TSK-141,Set up Vilhelm's VS Code with Claude Extension,Video,AI,Task,High,Task-Template-005,High,80,"Department match (AI); Tool match (VS Code, AI Tools)",Auto-draft: <1 minute | Review: 10 minutes,Medium,SKL-072 (automated emails via Gmail MCP),"TOOL-AI-030 (Claude Desktop App), TOOL-INT-001 (Gmail MCP Connector)",7,Executive Assistant,N/A
TSK-142,Configure Vilhelm's key bindings,Video,Video,Task,High,TST-023_File_Count_Distribution,Medium,30,Category match (task),N/A,N/A,,,0,N/A,produce videos
TSK-143,Introduce Vilhelm to ENTITIES structure,Video,AI,Task,High,TST-023_File_Count_Distribution,High,70,Department match (AI); Category match (task),N/A,N/A,,,0,N/A,N/A
TSK-144,Assign Vilhelm accounts with limits,Video,Sales,Task,High,Task-Template-021,Medium,40,Department match (Sales),4-5 hours for 50 emails,N/A,,"CRM, Email Platform (Gmail), Custom GPT (Email Generation), n8n (Optional automation)",6,Sales Manager,manage sales pipeline
TSK-145,Vilhelm: Research YouTube channels on Google Maps scraping,Video,Lead Generation,Research,High,Task-Template-045,Medium,50,Category match (research); Action keyword match (research); Text similarity (1 common words),6-9 hours (4-6 hours research + 2-3 hours documentation),N/A,,"Perplexity AI, YouTube, Google Search, Text editor (VS Code/Cursor), Spreadsheet tool (for comparison matrices)",8,AI Researcher / Video Production Specialist,generate leads
TSK-146,Vilhelm: Parse 3-4 videos by Monday,AI,Video,Task,High,TST-023_File_Count_Distribution,Medium,30,Category match (task),N/A,N/A,,,0,N/A,produce videos
TSK-147,"Vilhelm: Create ""Deep Research"" task",AI,AI,Development,High,TST-023_File_Count_Distribution,High,70,Department match (AI); Category match (development),N/A,N/A,,,0,N/A,N/A
TSK-148,Vilhelm: Check Online Academy for Deep Research content,AI,SMM,Research,High,Task-Template-045,Medium,50,Category match (research); Action keyword match (research); Text similarity (1 common words),6-9 hours (4-6 hours research + 2-3 hours documentation),N/A,,"Perplexity AI, YouTube, Google Search, Text editor (VS Code/Cursor), Spreadsheet tool (for comparison matrices)",8,AI Researcher / Video Production Specialist,N/A
TSK-149,Vilhelm: Integrate prompts into ENTITIES ecosystem,AI,AI,Integration,High,TST-023_File_Count_Distribution,High,70,Department match (AI); Category match (integration),N/A,N/A,,,0,N/A,N/A
TSK-150,Document current AI tools tracking system,AI,AI,Documentation,High,Task-Template-048,High,80,Partial department match; Category in template name; Action keyword match (document); Tool match (AI Tools); Text similarity (1 common words),5-8 hours (3-5 hours research + 2-3 hours documentation),N/A,,"Perplexity AI, YouTube, Text editor (VS Code/Cursor), Gamma.app (hands-on testing), Loom (hands-on testing)",9,AI Researcher / Content Specialist,N/A
TSK-151,Add user assignment field to accounts,AI,Sales,Task,High,Task-Template-021,Medium,40,Department match (Sales),4-5 hours for 50 emails,N/A,,"CRM, Email Platform (Gmail), Custom GPT (Email Generation), n8n (Optional automation)",6,Sales Manager,manage sales pipeline
TSK-152,Implement login session tracking,AI,AI,Development,High,TST-023_File_Count_Distribution,High,70,Department match (AI); Category match (development),N/A,N/A,,,0,N/A,N/A
TSK-153,Create token usage alerts,AI,AI,Development,High,TST-023_File_Count_Distribution,High,70,Department match (AI); Category match (development),N/A,N/A,,,0,N/A,N/A
TSK-154,Purchase additional AI tool accounts,AI,AI,Task,High,TST-023_File_Count_Distribution,High,70,Department match (AI); Category match (task),N/A,N/A,,,0,N/A,N/A
TSK-155,Sync Dropbox Tools to libdev.com,AI,Development,Integration,High,Task-Template-010,Medium,35,Partial department match; Action keyword match (connect),5-10 minutes with AI assistance,Medium,"SKL-071 (deployed MCP connectors via Cursor), SKL-075 (configured OAuth for Google APIs - if needed)","TOOL-DEV-026 (Cursor), TOOL-AI-030 (Claude Desktop App), TOOL-DEV-027 (Google Cloud Console - for OAuth)",8,AI Engineer,N/A
TSK-156,Build account rotation recommendations,AI,Sales,Development,High,Task-Template-021,Medium,40,Department match (Sales),4-5 hours for 50 emails,N/A,,"CRM, Email Platform (Gmail), Custom GPT (Email Generation), n8n (Optional automation)",6,Sales Manager,manage sales pipeline
TSK-157,Design single task page layout,AI,Design,Design,High,TST-073_Behance_Step_03_Design_Cover_Image,High,90,Department match (Design); Category match (design); Action keyword match (design); Text similarity (1 common words),20-30 minutes,N/A,,"Photoshop, Figma",0,N/A,design UI mockups
TSK-158,Create prompt for task page generation,AI,AI,Development,High,TST-023_File_Count_Distribution,High,70,Department match (AI); Category match (development),N/A,N/A,,,0,N/A,N/A
TSK-159,Build HTML template for single task,AI,Design,Development,High,TST-073_Behance_Step_03_Design_Cover_Image,High,60,Department match (Design); Category in template name,20-30 minutes,N/A,,"Photoshop, Figma",0,N/A,design UI mockups
TSK-160,Test with Deep Research task,AI,AI,Research,High,TST-023_File_Count_Distribution,High,70,Department match (AI); Category match (research),N/A,N/A,,,0,N/A,N/A
TSK-161,Create research queue/line system,AI,AI,Development,High,TST-023_File_Count_Distribution,High,70,Department match (AI); Category match (development),N/A,N/A,,,0,N/A,N/A
TSK-162,Integrate with TASK_MANAGERS data,AI,AI,Integration,High,TST-023_File_Count_Distribution,High,70,Department match (AI); Category match (integration),N/A,N/A,,,0,N/A,N/A
TSK-163,Create CONTENT entity folder,AI,AI,Development,High,TST-023_File_Count_Distribution,High,70,Department match (AI); Category match (development),N/A,N/A,,,0,N/A,N/A
TSK-164,Define CONTENT entity taxonomy,AI,AI,Task,High,TST-023_File_Count_Distribution,High,70,Department match (AI); Category match (task),N/A,N/A,,,0,N/A,N/A
TSK-165,Create Master CSV for CONTENT,AI,SMM,Development,High,Task-Template-047,Medium,35,Category in template name; Action keyword match (develop),6-9 hours (4-6 hours research + 2-3 hours documentation),N/A,,"Perplexity AI, YouTube, Text editor (VS Code/Cursor), Lovable.dev (hands-on testing), v0.dev (free testing)",9,AI Researcher / Developer,N/A
TSK-166,Populate with existing tutorials,AI,AI,Task,High,TST-023_File_Count_Distribution,High,70,Department match (AI); Category match (task),N/A,N/A,,,0,N/A,N/A
TSK-167,Research Figma AI tutorial videos,AI,Video,Research,High,Task-Template-045,High,70,Partial department match; Category match (research); Action keyword match (research); Text similarity (1 common words),6-9 hours (4-6 hours research + 2-3 hours documentation),N/A,,"Perplexity AI, YouTube, Google Search, Text editor (VS Code/Cursor), Spreadsheet tool (for comparison matrices)",8,AI Researcher / Video Production Specialist,produce videos
TSK-168,Build video catalog app,AI,Video,Development,High,Task-Template-047,Medium,35,Category in template name; Action keyword match (develop),6-9 hours (4-6 hours research + 2-3 hours documentation),N/A,,"Perplexity AI, YouTube, Text editor (VS Code/Cursor), Lovable.dev (hands-on testing), v0.dev (free testing)",9,AI Researcher / Developer,produce videos
TSK-169,Implement clickable timestamps,AI,AI,Development,High,TST-023_File_Count_Distribution,High,70,Department match (AI); Category match (development),N/A,N/A,,,0,N/A,N/A
TSK-170,Create minimum parse list,AI,AI,Development,High,TST-023_File_Count_Distribution,High,70,Department match (AI); Category match (development),N/A,N/A,,,0,N/A,N/A
TSK-171,Review current video processing taxonomy,AI,Finance,Research,High,Task-Template-045,Medium,50,Category match (research); Action keyword match (research); Text similarity (1 common words),6-9 hours (4-6 hours research + 2-3 hours documentation),N/A,,"Perplexity AI, YouTube, Google Search, Text editor (VS Code/Cursor), Spreadsheet tool (for comparison matrices)",8,AI Researcher / Video Production Specialist,N/A
TSK-172,Identify taxonomy improvements,AI,Finance,Task,High,Task-Template-081,Medium,40,Department match (Finance),3 hours (45 min requirements + 1.5 hours design + 45 min testing),N/A,,"TOL-119 (n8n) for workflow automation, TOL-045 (Google Sheets) for data source/destination, TOL-003 (Gemini 3 Pro) for workflow logic assistance, Accounting software API (QuickBooks, Xero), Testing environment for validation",7,Finance Manager / Automation Specialist,N/A
TSK-173,Implement taxonomy upgrades,AI,Finance,Development,High,Task-Template-081,Medium,40,Department match (Finance),3 hours (45 min requirements + 1.5 hours design + 45 min testing),N/A,,"TOL-119 (n8n) for workflow automation, TOL-045 (Google Sheets) for data source/destination, TOL-003 (Gemini 3 Pro) for workflow logic assistance, Accounting software API (QuickBooks, Xero), Testing environment for validation",7,Finance Manager / Automation Specialist,N/A
TSK-174,Document video editor processed works,Video,Video,Documentation,High,Task-Template-045,High,60,Partial department match; Category in template name; Action keyword match (document); Text similarity (1 common words),6-9 hours (4-6 hours research + 2-3 hours documentation),N/A,,"Perplexity AI, YouTube, Google Search, Text editor (VS Code/Cursor), Spreadsheet tool (for comparison matrices)",8,AI Researcher / Video Production Specialist,produce videos
TSK-175,Define Google Drive storage locations,Video,Video,Task,High,TST-023_File_Count_Distribution,Medium,30,Category match (task),N/A,N/A,,,0,N/A,produce videos
TSK-176,Research Gravity AI tool capabilities,AI,AI,Research,High,Task-Template-048,High,90,Partial department match; Category match (research); Action keyword match (research); Tool match (AI Tools); Text similarity (2 common words),5-8 hours (3-5 hours research + 2-3 hours documentation),N/A,,"Perplexity AI, YouTube, Text editor (VS Code/Cursor), Gamma.app (hands-on testing), Loom (hands-on testing)",9,AI Researcher / Content Specialist,N/A
TSK-177,Integrate Responsibilities into LBS taxonomy,AI,Finance,Integration,High,Task-Template-081,Medium,40,Department match (Finance),3 hours (45 min requirements + 1.5 hours design + 45 min testing),N/A,,"TOL-119 (n8n) for workflow automation, TOL-045 (Google Sheets) for data source/destination, TOL-003 (Gemini 3 Pro) for workflow logic assistance, Accounting software API (QuickBooks, Xero), Testing environment for validation",7,Finance Manager / Automation Specialist,N/A
TSK-178,Document Gravity integration,AI,Development,Documentation,High,Task-Template-045,Medium,35,Category in template name; Action keyword match (document),6-9 hours (4-6 hours research + 2-3 hours documentation),N/A,,"Perplexity AI, YouTube, Google Search, Text editor (VS Code/Cursor), Spreadsheet tool (for comparison matrices)",8,AI Researcher / Video Production Specialist,N/A
TSK-179,Prepare shifts management system,AI,HR,Task,High,Task-Template-042,Medium,45,Department match (HR); Text similarity (1 common words),1.5-2 hours,N/A,,"n8n, Google Calendar OR Calendly, Gmail (for email notifications), Notion (for status updates)",10,HR Manager / Operations Specialist,N/A
TSK-180,Document schedule management techniques,AI,AI,Documentation,High,TST-023_File_Count_Distribution,High,70,Department match (AI); Category match (documentation),N/A,N/A,,,0,N/A,N/A
TSK-181,Connect research to posting schedule,AI,SMM,Research,High,Task-Template-045,Medium,50,Category match (research); Action keyword match (research); Text similarity (1 common words),6-9 hours (4-6 hours research + 2-3 hours documentation),N/A,,"Perplexity AI, YouTube, Google Search, Text editor (VS Code/Cursor), Spreadsheet tool (for comparison matrices)",8,AI Researcher / Video Production Specialist,N/A
TSK-182,Create BUSINESSES entity folder,AI,AI,Development,High,TST-023_File_Count_Distribution,High,70,Department match (AI); Category match (development),N/A,N/A,,,0,N/A,N/A
TSK-183,Define BUSINESSES entity taxonomy,AI,AI,Task,High,TST-023_File_Count_Distribution,High,70,Department match (AI); Category match (task),N/A,N/A,,,0,N/A,N/A
TSK-184,Document client interview process,AI,Sales,Documentation,High,Task-Template-021,Medium,40,Department match (Sales),4-5 hours for 50 emails,N/A,,"CRM, Email Platform (Gmail), Custom GPT (Email Generation), n8n (Optional automation)",6,Sales Manager,manage sales pipeline
TSK-185,Track Friday client scheduling,AI,Sales,Task,High,Task-Template-021,Medium,40,Department match (Sales),4-5 hours for 50 emails,N/A,,"CRM, Email Platform (Gmail), Custom GPT (Email Generation), n8n (Optional automation)",6,Sales Manager,manage sales pipeline
TSK-186,Store interview recordings/notes,AI,HR,Task,High,Task-Template-042,Medium,45,Department match (HR); Text similarity (1 common words),1.5-2 hours,N/A,,"n8n, Google Calendar OR Calendly, Gmail (for email notifications), Notion (for status updates)",10,HR Manager / Operations Specialist,N/A
TSK-187,Define profession categories,AI,AI,Task,High,TST-023_File_Count_Distribution,High,70,Department match (AI); Category match (task),N/A,N/A,,,0,N/A,N/A
TSK-188,Populate tutorials per profession,AI,AI,Task,High,TST-023_File_Count_Distribution,High,70,Department match (AI); Category match (task),N/A,N/A,,,0,N/A,N/A
TSK-189,Create guidelines per profession,AI,Design,Development,High,TST-073_Behance_Step_03_Design_Cover_Image,High,60,Department match (Design); Category in template name,20-30 minutes,N/A,,"Photoshop, Figma",0,N/A,design UI mockups
TSK-190,Build AI assistant framework,AI,Design,Development,High,TST-073_Behance_Step_03_Design_Cover_Image,High,60,Department match (Design); Category in template name,20-30 minutes,N/A,,"Photoshop, Figma",0,N/A,design UI mockups
TSK-191,Design InnerClient concept,AI,Sales,Design,High,TST-073_Behance_Step_03_Design_Cover_Image,Medium,50,Category match (design); Action keyword match (design); Text similarity (1 common words),20-30 minutes,N/A,,"Photoshop, Figma",0,N/A,manage sales pipeline
TSK-192,Define pricing per profession,AI,Finance,Task,High,Task-Template-081,Medium,40,Department match (Finance),3 hours (45 min requirements + 1.5 hours design + 45 min testing),N/A,,"TOL-119 (n8n) for workflow automation, TOL-045 (Google Sheets) for data source/destination, TOL-003 (Gemini 3 Pro) for workflow logic assistance, Accounting software API (QuickBooks, Xero), Testing environment for validation",7,Finance Manager / Automation Specialist,N/A
TSK-193,Create UI for InnerClient system,AI,Sales,Development,High,Task-Template-021,Medium,40,Department match (Sales),4-5 hours for 50 emails,N/A,,"CRM, Email Platform (Gmail), Custom GPT (Email Generation), n8n (Optional automation)",6,Sales Manager,manage sales pipeline
TSK-194,Set up human curation process,AI,AI,Task,High,TST-023_File_Count_Distribution,High,70,Department match (AI); Category match (task),N/A,N/A,,,0,N/A,N/A
TSK-195,Sync Dropbox Tools library to libdev.com,AI,Development,Integration,High,Task-Template-010,Medium,35,Partial department match; Action keyword match (connect),5-10 minutes with AI assistance,Medium,"SKL-071 (deployed MCP connectors via Cursor), SKL-075 (configured OAuth for Google APIs - if needed)","TOOL-DEV-026 (Cursor), TOOL-AI-030 (Claude Desktop App), TOOL-DEV-027 (Google Cloud Console - for OAuth)",8,AI Engineer,N/A
TSK-196,Research Dropbox API synchronization,AI,Development,Research,High,Task-Template-045,Medium,50,Category match (research); Action keyword match (research); Text similarity (1 common words),6-9 hours (4-6 hours research + 2-3 hours documentation),N/A,,"Perplexity AI, YouTube, Google Search, Text editor (VS Code/Cursor), Spreadsheet tool (for comparison matrices)",8,AI Researcher / Video Production Specialist,N/A
TSK-197,Build manual sync script (fallback),AI,Design,Development,High,TST-073_Behance_Step_03_Design_Cover_Image,High,60,Department match (Design); Category in template name,20-30 minutes,N/A,,"Photoshop, Figma",0,N/A,design UI mockups
TSK-198,Create knowledge gap identification process,AI,AI,Development,High,TST-023_File_Count_Distribution,High,70,Department match (AI); Category match (development),N/A,N/A,,,0,N/A,N/A
TSK-199,Implement Read/Write/Save reminder system,AI,AI,Development,High,TST-023_File_Count_Distribution,High,70,Department match (AI); Category match (development),N/A,N/A,,,0,N/A,N/A
TSK-200,Monday call at 9 AM,Design,Design,Task,High,TST-073_Behance_Step_03_Design_Cover_Image,High,60,Department match (Design); Category in template name,20-30 minutes,N/A,,"Photoshop, Figma",0,N/A,design UI mockups
TSK-201,Vilhelm + Yulya: Collect designer works,Design,Design,Design,High,TST-073_Behance_Step_03_Design_Cover_Image,High,85,Department match (Design); Category match (design); Action keyword match (design),20-30 minutes,N/A,,"Photoshop, Figma",0,N/A,design UI mockups
TSK-202,Implement designer work storage in Dropbox,Design,Design,Development,High,TST-073_Behance_Step_03_Design_Cover_Image,High,60,Department match (Design); Category in template name,20-30 minutes,N/A,,"Photoshop, Figma",0,N/A,design UI mockups
TSK-203,Document Monday progress,Design,Design,Documentation,High,Task-Template-077,High,75,Department match (Design); Category in template name; Action keyword match (document),2 hours (45 min organization + 45 min documentation + 30 min updates),N/A,,"TOL-058 (Notion) for portfolio database, Google Drive for file storage, TOL-045 (Google Sheets) for project tracking, Figma/Adobe for file organization, Portfolio website platform (optional)",7,Designer / Developer / Creative Professional,design UI mockups
TSK-204,Create plans for next stage,Design,Design,Development,High,TST-073_Behance_Step_03_Design_Cover_Image,High,60,Department match (Design); Category in template name,20-30 minutes,N/A,,"Photoshop, Figma",0,N/A,design UI mockups
TSK-205,Review all designer portfolios,AI,Design,Research,High,Task-Template-048,High,65,Partial department match; Category match (research); Action keyword match (research),5-8 hours (3-5 hours research + 2-3 hours documentation),N/A,,"Perplexity AI, YouTube, Text editor (VS Code/Cursor), Gamma.app (hands-on testing), Loom (hands-on testing)",9,AI Researcher / Content Specialist,design UI mockups
TSK-206,Mandate Dropbox work storage for designers,AI,Design,Design,High,TST-073_Behance_Step_03_Design_Cover_Image,High,85,Department match (Design); Category match (design); Action keyword match (design),20-30 minutes,N/A,,"Photoshop, Figma",0,N/A,design UI mockups
TSK-207,Create daily work documentation requirement,AI,Design,Development,High,TST-073_Behance_Step_03_Design_Cover_Image,High,60,Department match (Design); Category in template name,20-30 minutes,N/A,,"Photoshop, Figma",0,N/A,design UI mockups
TSK-208,Diversify designer portfolios,AI,Design,Design,High,TST-073_Behance_Step_03_Design_Cover_Image,High,85,Department match (Design); Category match (design); Action keyword match (design),20-30 minutes,N/A,,"Photoshop, Figma",0,N/A,design UI mockups
TSK-209,Build case studies library,AI,Design,Development,High,TST-073_Behance_Step_03_Design_Cover_Image,High,60,Department match (Design); Category in template name,20-30 minutes,N/A,,"Photoshop, Figma",0,N/A,design UI mockups
TSK-210,Train designers on AI tools,AI,AI,Design,High,TST-023_File_Count_Distribution,High,70,Department match (AI); Category match (design),N/A,N/A,,,0,N/A,N/A
TSK-211,Design financial framework structure,AI,Finance,Design,High,Task-Template-081,High,90,Department match (Finance); Category match (design); Action keyword match (design); Text similarity (2 common words),3 hours (45 min requirements + 1.5 hours design + 45 min testing),N/A,,"TOL-119 (n8n) for workflow automation, TOL-045 (Google Sheets) for data source/destination, TOL-003 (Gemini 3 Pro) for workflow logic assistance, Accounting software API (QuickBooks, Xero), Testing environment for validation",7,Finance Manager / Automation Specialist,N/A
