Entity_ID,Entity_Name,Entity_Type,Department,Category,File_Path,Count,Status,ISO_Code,Notes
OBJ-SMM-003,,Objects,Multi-Department,Object,LIBRARIES/Responsibilities/Objects/Social_Media_Deliverables.json,1,Active,OBJ-SMM-003,Object: 
OBJ-SMM-004,,Objects,Multi-Department,Object,LIBRARIES/Responsibilities/Objects/Social_Media_Deliverables.json,1,Active,OBJ-SMM-004,Object: 
OBJ-SMM-005,,Objects,Multi-Department,Object,LIBRARIES/Responsibilities/Objects/Social_Media_Deliverables.json,1,Active,OBJ-SMM-005,Object: 
OBJ-SMM-006,,Objects,Multi-Department,Object,LIBRARIES/Responsibilities/Objects/Social_Media_Deliverables.json,1,Active,OBJ-SMM-006,Object: 
OBJ-SMM-007,,Objects,Multi-Department,Object,LIBRARIES/Responsibilities/Objects/Social_Media_Deliverables.json,1,Active,OBJ-SMM-007,Object: 
OBJ-SMM-008,,Objects,Multi-Department,Object,LIBRARIES/Responsibilities/Objects/Social_Media_Deliverables.json,1,Active,OBJ-SMM-008,Object: 
OBJ-SMM-009,,Objects,Multi-Department,Object,LIBRARIES/Responsibilities/Objects/Social_Media_Deliverables.json,1,Active,OBJ-SMM-009,Object: 
OBJ-SMM-010,,Objects,Multi-Department,Object,LIBRARIES/Responsibilities/Objects/Social_Media_Deliverables.json,1,Active,OBJ-SMM-010,Object: 
OBJ-SMM-011,,Objects,Multi-Department,Object,LIBRARIES/Responsibilities/Objects/Social_Media_Deliverables.json,1,Active,OBJ-SMM-011,Object: 
OBJ-SMM-012,,Objects,Multi-Department,Object,LIBRARIES/Responsibilities/Objects/Social_Media_Deliverables.json,1,Active,OBJ-SMM-012,Object: 
OBJ-SMM-013,,Objects,Multi-Department,Object,LIBRARIES/Responsibilities/Objects/Social_Media_Deliverables.json,1,Active,OBJ-SMM-013,Object: 
OBJ-SMM-014,,Objects,Multi-Department,Object,LIBRARIES/Responsibilities/Objects/Social_Media_Deliverables.json,1,Active,OBJ-SMM-014,Object: 
OBJ-VID-001,,Objects,Multi-Department,Object,LIBRARIES/Responsibilities/Objects/Video_Deliverables.json,1,Active,OBJ-VID-001,Object: 
OBJ-VID-002,,Objects,Multi-Department,Object,LIBRARIES/Responsibilities/Objects/Video_Deliverables.json,1,Active,OBJ-VID-002,Object: 
OBJ-MEDIA-100,AI Video Model,Objects,Media / AI Asset,Object,LIBRARIES/Responsibilities/Objects/Video_Generation_Objects.json,1,Active,OBJ-MEDIA-100,Object: AI Video Model
OBJ-DATA-050,Diffusion Model Files,Objects,Data / Model Files,Object,LIBRARIES/Responsibilities/Objects/Video_Generation_Objects.json,1,Active,OBJ-DATA-050,Object: Diffusion Model Files
OBJ-MEDIA-101,Generated Video,Objects,Media / Video,Object,LIBRARIES/Responsibilities/Objects/Video_Generation_Objects.json,1,Active,OBJ-MEDIA-101,Object: Generated Video
OBJ-PROC-050,Video Workflow,Objects,Process / Template,Object,LIBRARIES/Responsibilities/Objects/Video_Generation_Objects.json,1,Active,OBJ-PROC-050,Object: Video Workflow
OBJ-DATA-051,VAE Model,Objects,Data / Model Component,Object,LIBRARIES/Responsibilities/Objects/Video_Generation_Objects.json,1,Active,OBJ-DATA-051,Object: VAE Model
OBJ-DATA-052,Text Encoder,Objects,Data / Model Component,Object,LIBRARIES/Responsibilities/Objects/Video_Generation_Objects.json,1,Active,OBJ-DATA-052,Object: Text Encoder
OBJ-DOC-100,Workflow Template,Objects,Document / Template,Object,LIBRARIES/Responsibilities/Objects/Video_Generation_Objects.json,1,Active,OBJ-DOC-100,Object: Workflow Template
OBJ-MEDIA-102,Product Commercial Video,Objects,Media / Video,Object,LIBRARIES/Responsibilities/Objects/Video_Generation_Objects.json,1,Active,OBJ-MEDIA-102,Object: Product Commercial Video
OBJ-MEDIA-103,Start Frame,Objects,Media / Image,Object,LIBRARIES/Responsibilities/Objects/Video_Generation_Objects.json,1,Active,OBJ-MEDIA-103,Object: Start Frame
OBJ-MEDIA-104,End Frame,Objects,Media / Image,Object,LIBRARIES/Responsibilities/Objects/Video_Generation_Objects.json,1,Active,OBJ-MEDIA-104,Object: End Frame
OBJ-MEDIA-105,Character Portrait,Objects,Media / Image,Object,LIBRARIES/Responsibilities/Objects/Video_Generation_Objects.json,1,Active,OBJ-MEDIA-105,Object: Character Portrait
OBJ-MEDIA-106,Object Image,Objects,Media / Image,Object,LIBRARIES/Responsibilities/Objects/Video_Generation_Objects.json,1,Active,OBJ-MEDIA-106,Object: Object Image
OBJ-MEDIA-107,Environment Scene,Objects,Media / Image,Object,LIBRARIES/Responsibilities/Objects/Video_Generation_Objects.json,1,Active,OBJ-MEDIA-107,Object: Environment Scene
OBJ-DATA-053,Reference Image Set,Objects,Data / Collection,Object,LIBRARIES/Responsibilities/Objects/Video_Generation_Objects.json,1,Active,OBJ-DATA-053,Object: Reference Image Set
OBJ-MEDIA-108,Brand Logo Animation,Objects,Media / Video,Object,LIBRARIES/Responsibilities/Objects/Video_Generation_Objects.json,1,Active,OBJ-MEDIA-108,Object: Brand Logo Animation
OBJ-MEDIA-109,Social Media Storytelling Video,Objects,Media / Video,Object,LIBRARIES/Responsibilities/Objects/Video_Generation_Objects.json,1,Active,OBJ-MEDIA-109,Object: Social Media Storytelling Video
OBJ-DOC-101,Time-Based Camera Prompt,Objects,Document / Instruction,Object,LIBRARIES/Responsibilities/Objects/Video_Generation_Objects.json,1,Active,OBJ-DOC-101,Object: Time-Based Camera Prompt
OBJ-MEDIA-110,Multi-Scene Video,Objects,Media / Video,Object,LIBRARIES/Responsibilities/Objects/Video_Generation_Objects.json,1,Active,OBJ-MEDIA-110,Object: Multi-Scene Video
DPT-001,AI Engineers,Departments,AI & Automations Department,Department,LIBRARIES/LBS_006_Departments/Master/departments.json,1,Active,AID,Department: AI & Automations Department
DPT-002,HR Managers,Departments,Human Resources Management,Department,LIBRARIES/LBS_006_Departments/Master/departments.json,1,Active,HRM,Department: Human Resources Management
DPT-003,Developers,Departments,Development & Engineering,Department,LIBRARIES/LBS_006_Departments/Master/departments.json,1,Active,DEV,Department: Development & Engineering
DPT-004,Lead Generators,Departments,Lead Generation,Department,LIBRARIES/LBS_006_Departments/Master/departments.json,1,Active,LGN,Department: Lead Generation
DPT-005,Designers,Departments,Design & Creative,Department,LIBRARIES/LBS_006_Departments/Master/departments.json,1,Active,DGN,Department: Design & Creative
DPT-006,Video Editors,Departments,Video Production,Department,LIBRARIES/LBS_006_Departments/Master/departments.json,1,Active,VID,Department: Video Production
DPT-007,Sales Managers,Departments,Sales & Client Relations,Department,LIBRARIES/LBS_006_Departments/Master/departments.json,1,Active,SLS,Department: Sales & Client Relations
DPT-008,Social Media Managers,Departments,Social Media Management,Department,LIBRARIES/LBS_006_Departments/Master/departments.json,1,Active,SMM,Department: Social Media Management
DPT-009,Finance Managers,Departments,Finance & Accounting,Department,LIBRARIES/LBS_006_Departments/Master/departments.json,1,Active,FNC,Department: Finance & Accounting
